movie_id,movie_year,trivia,mpaa,release_date,runtime,budget,html
tt0340376,2003,Tale of a former Nazi executioner who becomes a target of hitmen and Police investigators.,R,December 12,2 hr,27000000,https://www.boxofficemojo.com/title/tt0340376/credits/
tt0340855,2003,Based on the life of,R,December 24,1 hr 49 min,8000000,https://www.boxofficemojo.com/title/tt0340855/credits/
tt0342258,2005,A man enslaved by the mob since childhood and raised into behaving like a human attack dog escapes his captors and attempts to start a new life.,R,February 2,1 hr 43 min,45000000,https://www.boxofficemojo.com/title/tt0342258/credits/
tt0342508,2003,"Bullying students are becoming deathly ill after screaming the name of a legendary ghost. What's to blame? An exotic illness? An illicit drug? Or is it the supernatural? The clues are few and time is running out for the students of Rogers High School. The only hope is the Veritas Project, a highly trained investigative team working undercover to expose the truth. Lives hang in the balance as they scramble to unravel the mystery and protect the student body from their own hatred and fear.",PG-13,September 12,1 hr 46 min,2000000,https://www.boxofficemojo.com/title/tt0342508/credits/
tt0342735,2005,"A story of slavery, set in the southern U.S. in the 1930s.",,June 30,2 hr 19 min,14200000,https://www.boxofficemojo.com/title/tt0342735/credits/
tt0343135,2004,A buttoned-up newlywed finds his strictly organized life descend into chaos when he falls in love with an old classmate.,PG-13,January 16,1 hr 30 min,42000000,https://www.boxofficemojo.com/title/tt0343135/credits/
tt0343660,2004,"Henry Roth is a man afraid of commitment up until he meets the beautiful Lucy. They hit it off and Henry think he's finally found the girl of his dreams, until he discovers she has short-term memory loss and forgets him the next day.",PG-13,February 13,1 hr 39 min,75000000,https://www.boxofficemojo.com/title/tt0343660/credits/
tt0343818,2004,"In 2035, a technophobic cop investigates a crime that may have been perpetrated by a robot, which leads to a larger threat to humanity.",PG-13,July 15,1 hr 55 min,120000000,https://www.boxofficemojo.com/title/tt0343818/credits/
tt0343996,2005,"In Havana, Cuba in the late 1950s, a wealthy family, one of whose sons is a prominent night-club owner, is caught in the violent transition from the oppressive regime of Batista to the oppressive Communist government of Fidel Castro. Castro's regime ultimately leads the night-club owner to flee to New York City.",R,April 28,2 hr 24 min,9600000,https://www.boxofficemojo.com/title/tt0343996/credits/
tt0344510,2004,"Tells the story of a young woman's relentless search for her fiancé, who has disappeared from the trenches of the Somme during World War One.",R,October 28,2 hr 13 min,56600000,https://www.boxofficemojo.com/title/tt0344510/credits/
tt0344854,2006,"Ten-year-old Arthur, in a bid to save his grandfather's house from being demolished, goes looking for some much-fabled hidden treasure in the land of the Minimoys, tiny people living in harmony with nature.",PG,November 29,1 hr 34 min,86000000,https://www.boxofficemojo.com/title/tt0344854/credits/
tt0345074,2004,"A mob mix-up in Chicago sends two chanteuses screaming for L.A., where they score a perfect gig: posing as drag queens on the dinner theater/cabaret circuit. Things get extra-weird when a guy falls for one of the girls.",PG-13,April 16,1 hr 48 min,27000000,https://www.boxofficemojo.com/title/tt0345074/credits/
tt0345950,2004,SpongeBob SquarePants takes leave from the town of Bikini Bottom in order to track down King Neptune's stolen crown.,PG,November 19,1 hr 27 min,30000000,https://www.boxofficemojo.com/title/tt0345950/credits/
tt0346156,2004,"After New York City receives a series of attacks from giant flying robots, a reporter teams up with a pilot in search of their origin, as well as the reason for the disappearances of famous scientists around the world.",PG,September 17,1 hr 46 min,70000000,https://www.boxofficemojo.com/title/tt0346156/credits/
tt0346491,2004,"Alexander, the King of Macedonia and one of the greatest army leaders in the history of warfare, conquers much of the known world.",R,November 21,2 hr 55 min,155000000,https://www.boxofficemojo.com/title/tt0346491/credits/
tt0348121,2004,"In 1860s Britain, a boy inventor finds himself caught in the middle of a deadly conflict over a revolutionary advance in steam power.",PG-13,July 17,2 hr 6 min,22000000,https://www.boxofficemojo.com/title/tt0348121/credits/
tt0348150,2006,"Superman returns to Earth after spending five years in space examining his homeworld Krypton. But he finds things have changed while he was gone, and he must once again prove himself important to the world.",PG-13,June 28,2 hr 34 min,270000000,https://www.boxofficemojo.com/title/tt0348150/credits/
tt0348333,2005,Young employees at Shenaniganz restaurant collectively stave off boredom and adulthood with their antics.,R,October 7,1 hr 34 min,3000000,https://www.boxofficemojo.com/title/tt0348333/credits/
tt0348593,2004,A writer's young assistant becomes both pawn and catalyst in his boss's disintegrating household.,R,July 14,1 hr 51 min,7500000,https://www.boxofficemojo.com/title/tt0348593/credits/
tt0348836,2003,"A depressed female psychiatrist wakes up as a patient in the asylum where she worked, with no memory of why she is there or what she has done.",R,November 21,1 hr 38 min,40000000,https://www.boxofficemojo.com/title/tt0348836/credits/
tt0349159,2003,"The story of Lehi and his wife Sariah and their four sons: Laman, Lemuel, Sam, and Nephi. Lehi leaves Jerusalem because he prophesied unto the people concerning the destruction of Jerusalem, and they sought his life. He journeys into the wilderness with his family. He sends Nephi and his brethren back to Jerusalem after the brass plates and the family of Ishmael. The sons and daughters of Lehi marry the sons and daughters of Ishmael. They take their families and continue into the wilderness. Ishmael dies in the wilderness. They come to the sea. Nephi's brethren rebel against him. He confounds them, and builds a ship. They cross the sea to the promised land in the Americas. Lehi dies in the promised land. Nephi's brethren rebel against him again. Nephi departs again into the wilderness.",PG-13,September 12,2 hr,1500000,https://www.boxofficemojo.com/title/tt0349159/credits/
tt0349169,2004,"Inspired by his fiancée who dumped him, a man publishes a break-up hand-book for men, becoming a best-selling author in the process.",PG-13,May 14,1 hr 25 min,10000000,https://www.boxofficemojo.com/title/tt0349169/credits/
tt0349205,2003,"With his wife doing a book tour, a father of twelve must handle a new job and his unstable brood.",PG,December 25,1 hr 38 min,40000000,https://www.boxofficemojo.com/title/tt0349205/credits/
tt0349683,2004,A demystified take on the tale of King Arthur and the Knights of the Round Table.,PG-13,July 7,2 hr 6 min,120000000,https://www.boxofficemojo.com/title/tt0349683/credits/
tt0349903,2004,Daniel Ocean recruits one more team member so he can pull off three major European heists in this sequel to Ocean's 11.,PG-13,December 9,2 hr 5 min,110000000,https://www.boxofficemojo.com/title/tt0349903/credits/
tt0350258,2004,The story of the life and career of the legendary rhythm and blues musician,PG-13,October 29,2 hr 32 min,40000000,https://www.boxofficemojo.com/title/tt0350258/credits/
tt0350261,2005,"Desperate to provide care for her daughter, down-on-her-luck Jean moves in with her father in-law from whom she is estranged. Through time, they learn to forgive each other and heal old wounds.",PG-13,September 9,1 hr 48 min,30000000,https://www.boxofficemojo.com/title/tt0350261/credits/
tt0351977,2004,"A former U.S. soldier returns to his hometown to find it overrun by crime and corruption, which prompts him to clean house.",PG-13,April 2,1 hr 26 min,46000000,https://www.boxofficemojo.com/title/tt0351977/credits/
tt0352248,2005,"The story of James J. Braddock Russell Crowe, a supposedly washed-up boxer who came back to become a champion and an inspiration in the 1930s.",PG-13,June 3,2 hr 24 min,88000000,https://www.boxofficemojo.com/title/tt0352248/credits/
tt0352277,2004,"Inspecting a magical biographical stage musical, composer Cole Porter reviews his life and career with his wife, Linda.",PG-13,July 2,2 hr 5 min,15000000,https://www.boxofficemojo.com/title/tt0352277/credits/
tt0353489,2004,"Ginger's sister Brigitte, now a werewolf herself, must try to find a cure for her blood lust before the next full moon while hiding out in a rehab clinic from a relentless werewolf.",R,January 30,1 hr 34 min,3500000,https://www.boxofficemojo.com/title/tt0353489/credits/
tt0354595,2005,"Based on a true story, this film tells the tale of the 1950 U.S. soccer team, who, against all odds, beat England 1 - 0 in the city of Belo Horizonte, Brazil. Although no U.S. team has ever won a World Cup title, this story is about the family traditions and passions which shaped the lives of the players who made up this team of underdogs.",PG,April 22,1 hr 41 min,20000000,https://www.boxofficemojo.com/title/tt0354595/credits/
tt0355295,2005,Will and Jake Grimm are traveling con-artists who encounter a genuine fairy-tale curse which requires true courage instead of their usual bogus exorcisms.,PG-13,August 26,1 hr 58 min,88000000,https://www.boxofficemojo.com/title/tt0355295/credits/
tt0355702,2005,"The film follows the surf and skateboarding trends that originated in Venice, California during the 1970's.",PG-13,June 3,1 hr 47 min,25000000,https://www.boxofficemojo.com/title/tt0355702/credits/
tt0356150,2004,"Dumped by his girlfriend, a high school grad decides to embark on an overseas adventure in Europe with his friends.",R,February 20,1 hr 32 min,25000000,https://www.boxofficemojo.com/title/tt0356150/credits/
tt0356443,2004,"In 1714 Peru, a friar is tried by the Inquisition for questioning God's intentions when five die in the collapse of an Andean rope bridge.",PG,December 24,2 hr,24000000,https://www.boxofficemojo.com/title/tt0356443/credits/
tt0356470,2004,"Routinely exploited by her wicked stepmother, the downtrodden Samantha Montgomery Hilary Duff is excited about the prospect of meeting her Internet beau at the school's Halloween dance.",PG,July 16,1 hr 35 min,19000000,https://www.boxofficemojo.com/title/tt0356470/credits/
tt0356618,2004,"After being told that their children never existed, a man and woman soon discover there is a much bigger enemy at work.",PG-13,September 24,1 hr 31 min,42000000,https://www.boxofficemojo.com/title/tt0356618/credits/
tt0356634,2004,"Jon Arbuckle buys a second pet, a dog named Odie. However, Odie is then abducted and it is up to Jon's cat, Garfield, to find and rescue the canine.",PG,June 11,1 hr 20 min,50000000,https://www.boxofficemojo.com/title/tt0356634/credits/
tt0356680,2005,"An uptight, conservative businesswoman accompanies her boyfriend to his eccentric and outgoing family's annual Christmas celebration and finds that she's a fish out of water in their free-spirited way of life.",PG-13,December 14,1 hr 43 min,18000000,https://www.boxofficemojo.com/title/tt0356680/credits/
tt0356721,2004,"A husband-and-wife team play detective, but not in the traditional sense. Instead, the happy duo helps others solve their existential issues, the kind that keep you up at night, wondering what it all means.",R,October 1,1 hr 47 min,20000000,https://www.boxofficemojo.com/title/tt0356721/credits/
tt0356910,2005,A bored married couple is surprised to learn that they are both assassins hired by competing agencies to kill each other.,PG-13,June 8,2 hr,110000000,https://www.boxofficemojo.com/title/tt0356910/credits/
tt0357277,2005,"Elektra the warrior survives a near-death experience, becomes an assassin-for-hire, and tries to protect her two latest targets, a single father and his young daughter, from a group of supernatural assassins.",PG-13,January 12,1 hr 37 min,43000000,https://www.boxofficemojo.com/title/tt0357277/credits/
tt0357413,2004,"Ron Burgundy is San Diego's top-rated newsman in the male-dominated broadcasting of the 1970s, but that's all about to change for Ron and his cronies when an ambitious woman is hired as a new anchor.",PG-13,July 9,1 hr 34 min,26000000,https://www.boxofficemojo.com/title/tt0357413/credits/
tt0357507,2005,A young man tries to deal with the childhood terror that has never stopped haunting him.,PG-13,February 4,1 hr 29 min,20000000,https://www.boxofficemojo.com/title/tt0357507/credits/
tt0358082,2005,"In a robot world, a young idealistic inventor travels to the big city to join his inspiration's company, only to find himself opposing its sinister new management.",PG,March 10,1 hr 31 min,75000000,https://www.boxofficemojo.com/title/tt0358082/credits/
tt0358135,2004,"A romantic comedy where a bored, overworked Estate Lawyer, upon first sight of a beautiful instructor, signs up for ballroom dancing lessons.",PG-13,October 15,1 hr 46 min,50000000,https://www.boxofficemojo.com/title/tt0358135/credits/
tt0358273,2005,A chronicle of country music legend,PG-13,February 2,2 hr 16 min,28000000,https://www.boxofficemojo.com/title/tt0358273/credits/
tt0358349,2004,"With all-new gadgets, high-flying action, exciting chases and a wisecracking new handler, Derek Anthony Anderson, Cody has to retrieve the device before the world's leaders fall under the evil control of a diabolical villain.",PG,March 12,1 hr 40 min,26000000,https://www.boxofficemojo.com/title/tt0358349/credits/
tt0359013,2004,"Blade, now a wanted man by the FBI, must join forces with the Nightstalkers to face his most challenging enemy yet: Dracula.",R,December 8,1 hr 53 min,65000000,https://www.boxofficemojo.com/title/tt0359013/credits/
tt0359423,2004,A boy who has experienced many losses in his life grows to manhood and enters into a love triangle with a woman and his boyhood friend.,R,July 23,1 hr 37 min,6500000,https://www.boxofficemojo.com/title/tt0359423/credits/
tt0359517,2004,Buckle up for the wildest road trip of the year. A comedy adventure about a misfit family trying to survive outrageous obstacles includeing each other on a cross-country trek to their annual family reunion.,PG-13,April 7,1 hr 37 min,12000000,https://www.boxofficemojo.com/title/tt0359517/credits/
tt0359950,2013,"When both he and a colleague are about to lose their job, Walter takes action by embarking on an adventure more extraordinary than anything he could have ever imagined.",PG,December 19,1 hr 54 min,90000000,https://www.boxofficemojo.com/title/tt0359950/credits/
tt0360139,2004,Anna wants to be like other girls her age 18: date a guy etc. but she's the US president's daughter and always guarded. In Prague he breaks his promise of only 2 agents following her to a concert and she runs away with Ben to see Europe.,PG-13,January 9,1 hr 41 min,23000000,https://www.boxofficemojo.com/title/tt0360139/credits/
tt0360201,2004,"A pro tennis player has lost his ambition and has fallen in rank to 119. Fortunately for him, he meets a young player on the women's circuit who helps him recapture his focus for Wimbledon.",PG-13,September 17,1 hr 38 min,31000000,https://www.boxofficemojo.com/title/tt0360201/credits/
tt0360323,2006,"A former street tough returns to his Philadelphia home after a stint in the military. Back on his home turf, he once again finds himself tangling with the mob boss who was instrumental in his going off to be a soldier.",R,August 18,1 hr 47 min,8000000,https://www.boxofficemojo.com/title/tt0360323/credits/
tt0360486,2005,"Supernatural exorcist and demonologist John Constantine helps a policewoman prove her sister's death was not a suicide, but something more.",R,February 8,2 hr 1 min,100000000,https://www.boxofficemojo.com/title/tt0360486/credits/
tt0360717,2005,"A greedy film producer assembles a team of moviemakers and sets out for the infamous Skull Island, where they find more than just cannibalistic natives.",PG-13,December 14,3 hr 7 min,207000000,https://www.boxofficemojo.com/title/tt0360717/credits/
tt0360916,2003,"Sixteen American college students drink, flirt, fight and canoodle during their Spring Break vacation in Cancun, Mexico.",R,April 25,1 hr 36 min,7500000,https://www.boxofficemojo.com/title/tt0360916/credits/
tt0361089,2005,"At the height of World War II, a tiny wood pigeon enlists in the elite Royal Homing Pigeon Service to serve Britain, as the fearsome General Von Talon Tim Curry and his deadly squadron of falcons patrol the English Channel. Is he a war-hero in the making?",G,March 25,1 hr 16 min,35000000,https://www.boxofficemojo.com/title/tt0361089/credits/
tt0361309,2004,An indiscretion between two close friends tears down their respective marriages.,R,August 13,1 hr 41 min,3000000,https://www.boxofficemojo.com/title/tt0361309/credits/
tt0361411,2004,"A modern adaptation of Jane Austen's classic novel, Pride and Prejudice, that features the lives of four unmarried daughters in an Indian family.",PG-13,October 6,2 hr 2 min,7000000,https://www.boxofficemojo.com/title/tt0361411/credits/
tt0361500,2008,"Delgo, an adventurous but naive teenager, must rally his group of friends to protect their world from conflict between the Lockni and Nohrin people.",PG,December 12,1 hr 34 min,40000000,https://www.boxofficemojo.com/title/tt0361500/credits/
tt0361596,2004,Michael Moore's view on what happened to the United States after September 11; and how the Bush Administration allegedly used the tragic event to push forward its agenda for unjust wars in Afghanistan and Iraq.,R,June 23,2 hr 2 min,6000000,https://www.boxofficemojo.com/title/tt0361596/credits/
tt0361696,2004,A girl from a small town heads to the big city of Los Angeles to spend the summer at a performing arts high school.,PG,October 8,1 hr 47 min,15000000,https://www.boxofficemojo.com/title/tt0361696/credits/
tt0361715,2005,An orphaned cheetah becomes the best friend and pet of a young boy living in South Africa.,PG,April 22,1 hr 40 min,12000000,https://www.boxofficemojo.com/title/tt0361715/credits/
tt0361748,2009,"In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.",R,August 19,2 hr 33 min,70000000,https://www.boxofficemojo.com/title/tt0361748/credits/
tt0361841,2004,"A woman snoops through her boyfriend's palm pilot and reveals his former girlfriends, which causes her to question why they're still listed in his little black book.",PG-13,August 6,1 hr 47 min,35000000,https://www.boxofficemojo.com/title/tt0361841/credits/
tt0361925,2004,"A US president who has retired after two terms in office returns to his hometown of Mooseport, Maine and decides to run for Mayor against another local candidate.",PG-13,February 20,1 hr 50 min,30000000,https://www.boxofficemojo.com/title/tt0361925/credits/
tt0362120,2006,"Cindy finds out the house she lives in is haunted by a little boy and goes on a quest to find out who killed him and why. Also, Alien ""Tr-iPods"" are invading the world and she has to uncover the secret in order to stop them.",PG-13,April 12,1 hr 23 min,45000000,https://www.boxofficemojo.com/title/tt0362120/credits/
tt0362165,2005,"Tim Avery, an aspiring cartoonist, finds himself in a predicament when his dog stumbles upon the mask of Loki. Then after conceiving an infant son ""born of the mask"", he discovers just how looney child raising can be.",PG,February 11,1 hr 34 min,84000000,https://www.boxofficemojo.com/title/tt0362165/credits/
tt0362227,2004,"An Eastern European tourist unexpectedly finds himself stranded in JFK airport, and must take up temporary residence there.",PG-13,June 18,2 hr 8 min,60000000,https://www.boxofficemojo.com/title/tt0362227/credits/
tt0362269,2004,"A look at the life of Alfred Kinsey, a pioneer in the area of human sexuality research, whose 1948 publication ""Sexual Behavior in the Human Male"" was one of the first recorded works that saw science address sexual behavior.",R,November 12,1 hr 58 min,11000000,https://www.boxofficemojo.com/title/tt0362269/credits/
tt0362270,2004,"With a plan to exact revenge on a mythical shark that killed his partner, Oceanographer Steve Zissou Bill Murray rallies a crew that includes his estranged wife, a journalist, and a man who may or may not be his son.",R,December 10,1 hr 59 min,50000000,https://www.boxofficemojo.com/title/tt0362270/credits/
tt0362478,2009,"A small wooden box arrives on the doorstep of a married couple, who know that opening it will grant them a million dollars and kill someone they don't know.",PG-13,October 29,1 hr 55 min,30000000,https://www.boxofficemojo.com/title/tt0362478/credits/
tt0363282,2004,Two dissimilar twin sisters haven't spent a day together in years until the day they journey to New York City and everything goes wrong. They're chased by a truant officer and a killer who wants a chip back. But they do meet two nice guys.,PG,May 7,1 hr 31 min,30000000,https://www.boxofficemojo.com/title/tt0363282/credits/
tt0363504,2005,"A man with a boring personality, job, life, and dumped by girlfriend, auditions at the community theater and gets the lead role as Cyrano despite no acting experience. It changes his life forever.",PG-13,February 18,1 hr 46 min,750000,https://www.boxofficemojo.com/title/tt0363504/credits/
tt0363547,2004,"A nurse, a policeman, a young married couple, a salesman and other survivors of a worldwide plague that is producing aggressive, flesh-eating zombies, take refuge in a mega Midwestern shopping mall.",R,March 19,1 hr 41 min,26000000,https://www.boxofficemojo.com/title/tt0363547/credits/
tt0363771,2005,Four kids travel through a wardrobe to the land of Narnia and learn of their destiny to free it with the guidance of a mystical lion.,PG,December 7,2 hr 23 min,180000000,https://www.boxofficemojo.com/title/tt0363771/credits/
tt0363988,2004,A successful writer in the midst of a painful divorce is stalked at his remote lake house by a would-be scribe who accuses him of plagiarism.,PG-13,March 12,1 hr 36 min,40000000,https://www.boxofficemojo.com/title/tt0363988/credits/
tt0364045,2004,An FBI profiler is called in by French Canadian police to catch a serial killer who takes on the identity of each new victim.,R,March 19,1 hr 43 min,45000000,https://www.boxofficemojo.com/title/tt0364045/credits/
tt0364725,2004,A group of misfits enter a Las Vegas dodgeball tournament in order to save their cherished local gym from the onslaught of a corporate health fitness chain.,PG-13,June 18,1 hr 32 min,20000000,https://www.boxofficemojo.com/title/tt0364725/credits/
tt0364751,2004,"After their friend dies, three men decide to fulfill their childhood dream by going on a camping expedition for the lost D. B. Cooper bounty, with calamitous results.",PG-13,August 20,1 hr 35 min,19000000,https://www.boxofficemojo.com/title/tt0364751/credits/
tt0364970,2008,Veteran-turned-mercenary Toorop takes the high-risk job of escorting a woman from Russia to America. Little does he know that she is host to an organism that a cult wants to harvest in order to produce a genetically modified Messiah.,PG-13,August 20,1 hr 30 min,70000000,https://www.boxofficemojo.com/title/tt0364970/credits/
tt0365485,2005,A globetrotting hitman and a crestfallen businessman meet in a hotel bar in Mexico City in an encounter that draws them together in a way neither expected.,R,November 16,1 hr 36 min,12500000,https://www.boxofficemojo.com/title/tt0365485/credits/
tt0365737,2005,A politically charged epic about the state of the oil industry in the hands of those personally involved in and affected by it.,R,November 23,2 hr 8 min,50000000,https://www.boxofficemojo.com/title/tt0365737/credits/
tt0365830,2006,"To become the greatest band of all time, two slacker, wannabe-rockers set out on a quest to steal a legendary guitar pick that gives its holders incredible guitar skills, from a maximum security Rock and Roll museum.",R,November 22,1 hr 33 min,20000000,https://www.boxofficemojo.com/title/tt0365830/credits/
tt0365885,2005,"When her husband unexpectedly disappears, a sharp-witted suburban wife and her daughters juggle their mom's romantic dilemmas and family dynamics.",R,March 11,1 hr 58 min,12000000,https://www.boxofficemojo.com/title/tt0365885/credits/
tt0365907,2014,Private investigator Matthew Scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife.,R,September 18,1 hr 54 min,28000000,https://www.boxofficemojo.com/title/tt0365907/credits/
tt0365929,2009,"U.S. Marshal Carrie Stetko tracks a killer in Antarctica, as the sun is about to set for six months.",R,September 11,1 hr 41 min,35000000,https://www.boxofficemojo.com/title/tt0365929/credits/
tt0365957,2004,"In order to achieve their dream of opening a recording studio, two friends Omarion, Houston must first win their city's dance contest -- a fierce competition that pits them against a group of tough street dancers.",PG-13,January 30,1 hr 35 min,8000000,https://www.boxofficemojo.com/title/tt0365957/credits/
tt0366174,2004,"A scientific expedition sets out for Borneo to seek a flower called the Blood Orchid, which could grant longer life. Meanwhile, they run afoul of snakes and each other.",PG-13,August 26,1 hr 37 min,20000000,https://www.boxofficemojo.com/title/tt0366174/credits/
tt0366548,2006,"Into the world of the Emperor Penguins, who find their soul mates through song, a penguin is born who cannot sing. But he can tap dance something fierce!",PG,November 17,1 hr 48 min,100000000,https://www.boxofficemojo.com/title/tt0366548/credits/
tt0366551,2004,A Korean-American office worker and his Indian-American stoner friend embark on a quest to satisfy their desire for White Castle burgers.,R,July 30,1 hr 28 min,9000000,https://www.boxofficemojo.com/title/tt0366551/credits/
tt0366780,2005,"In a fantasy world of opposing kingdoms, a fifteen-year-old girl must find the fabled MirrorMask in order to save the kingdom and get home.",PG,September 30,1 hr 41 min,4000000,https://www.boxofficemojo.com/title/tt0366780/credits/
tt0367085,2004,"Things get raucously funny aboard the maiden flight of a black-owned airline, thanks to some last-minute passenger additions.",R,May 28,1 hr 26 min,16000000,https://www.boxofficemojo.com/title/tt0367085/credits/
tt0367089,2005,Follows two young boys dealing with their parents' divorce in Brooklyn in the 1980s.,R,October 5,1 hr 21 min,1500000,https://www.boxofficemojo.com/title/tt0367089/credits/
tt0367479,2004,"The story of what happens after a master thief achieves his last big score, when the F.B.I. Agent who promised he'd capture him, is about to do just that.",PG-13,November 8,1 hr 37 min,60000000,https://www.boxofficemojo.com/title/tt0367479/credits/
tt0367594,2005,"A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.",PG,July 14,1 hr 55 min,150000000,https://www.boxofficemojo.com/title/tt0367594/credits/
tt0367652,2005,"Deuce is tricked again into man-whoring by T.J., only in Amsterdam while other man-whores are being murdered in his midst.",R,August 12,1 hr 23 min,22000000,https://www.boxofficemojo.com/title/tt0367652/credits/
tt0367882,2008,"In 1957, archaeologist and adventurer Dr. Henry ""Indiana"" Jones, Jr. is called back into action and becomes entangled in a Soviet plot to uncover the secret behind mysterious artifacts known as the Crystal Skulls.",PG-13,May 21,2 hr 2 min,185000000,https://www.boxofficemojo.com/title/tt0367882/credits/
tt0368008,2004,"In the midst of the Gulf War, soldiers are kidnapped and brainwashed for sinister purposes.",R,July 30,2 hr 9 min,80000000,https://www.boxofficemojo.com/title/tt0368008/credits/
tt0368447,2004,A series of events tests the beliefs of a small isolated countryside village.,PG-13,August 13,1 hr 48 min,60000000,https://www.boxofficemojo.com/title/tt0368447/credits/
tt0368578,2005,"To impress a foxy divorcee, ladies' man Nick offers to take her kids on an extended road trip, unaware of the torture he's in for.",PG,January 21,1 hr 35 min,32000000,https://www.boxofficemojo.com/title/tt0368578/credits/
tt0368709,2005,"During a hometown memorial for his Kentucky-born father, a young man begins an unexpected romance with a too-good-to-be-true stewardess.",PG-13,October 14,2 hr 3 min,45000000,https://www.boxofficemojo.com/title/tt0368709/credits/
tt0368891,2004,A historian races to find the legendary Templar Treasure before a team of mercenaries.,PG,November 19,2 hr 11 min,100000000,https://www.boxofficemojo.com/title/tt0368891/credits/
tt0368913,2003,"After the rise of the Taliban in Afghanistan and the restriction of women in public life, a pre-teen girl is forced to masquerade as a boy in order to find work to support her mother and grandmother.",PG-13,December 19,1 hr 23 min,46000,https://www.boxofficemojo.com/title/tt0368913/credits/
tt0368933,2004,"Now settled in Genovia, Princess Mia faces a new revelation: she is being primed for an arranged marriage to an English suitor.",,August 11,1 hr 53 min,40000000,https://www.boxofficemojo.com/title/tt0368933/credits/
tt0369226,2005,A detective of the paranormal slowly unravels mysterious events with deadly results.,R,January 28,1 hr 36 min,20000000,https://www.boxofficemojo.com/title/tt0369226/credits/
tt0369339,2004,A cab driver finds himself the hostage of an engaging contract killer as he makes his rounds from hit to hit during one night in Los Angeles.,R,August 5,2 hr,65000000,https://www.boxofficemojo.com/title/tt0369339/credits/
tt0369436,2008,A couple struggles to visit all four of their divorced parents on Christmas.,PG-13,November 26,1 hr 28 min,80000000,https://www.boxofficemojo.com/title/tt0369436/credits/
tt0369441,2005,"When an affluent couple lose all their money following a series of blunders, they turn to a life of crime to make ends meet.",PG-13,December 21,1 hr 30 min,100000000,https://www.boxofficemojo.com/title/tt0369441/credits/
tt0369610,2015,"A new theme park, built on the original site of Jurassic Park, creates a genetically modified hybrid dinosaur, the Indominus Rex, which escapes containment and goes on a killing spree.",PG-13,June 10,2 hr 4 min,150000000,https://www.boxofficemojo.com/title/tt0369610/credits/
tt0369735,2005,"The love life of Charlotte is reduced to an endless string of disastrous blind dates, until she meets the perfect man, Kevin. Unfortunately, his merciless mother will do anything to destroy their relationship.",PG-13,May 13,1 hr 41 min,43000000,https://www.boxofficemojo.com/title/tt0369735/credits/
tt0370032,2006,"A beautiful hæmophage infected with a virus that gives her superhuman powers has to protect a boy in a futuristic world, who is thought to be carrying antigens that would destroy all hæmophages.",PG-13,March 3,1 hr 28 min,30000000,https://www.boxofficemojo.com/title/tt0370032/credits/
tt0370263,2004,"During an archaeological expedition on Bouvetøya Island in Antarctica, a team of archaeologists and other scientists find themselves caught up in a battle between the two legends. Soon, the team realize that only one species can win.",PG-13,August 12,1 hr 41 min,60000000,https://www.boxofficemojo.com/title/tt0370263/credits/
tt0371246,2004,"A woman and her daughter emigrate from Mexico for a better life in America, where they start working for a family where the patriarch is a newly celebrated chef with an insecure wife.",PG-13,December 17,2 hr 11 min,80000000,https://www.boxofficemojo.com/title/tt0371246/credits/
tt0371606,2005,"After ruining his reputation with the town, a courageous chicken must come to the rescue of his fellow citizens when aliens start an invasion.",G,November 4,1 hr 21 min,150000000,https://www.boxofficemojo.com/title/tt0371606/credits/
tt0371724,2005,"Mere seconds before the Earth is to be demolished by an alien construction crew, journeyman Arthur Dent is swept off the planet by his friend Ford Prefect, a researcher penning a new edition of ""The Hitchhiker's Guide to the Galaxy.""",PG,April 28,1 hr 49 min,50000000,https://www.boxofficemojo.com/title/tt0371724/credits/
tt0371746,2008,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",PG-13,April 30,2 hr 6 min,140000000,https://www.boxofficemojo.com/title/tt0371746/credits/
tt0372183,2004,"When Jason Bourne is framed for a CIA operation gone awry, he is forced to resume his former life as a trained assassin to survive.",PG-13,July 23,1 hr 48 min,75000000,https://www.boxofficemojo.com/title/tt0372183/credits/
tt0372532,2005,"Single-girl anxiety causes Kat Ellis to hire a male escort to pose as her boyfriend at her sister's wedding. Her plan, an attempt to dupe her ex-fiancé, who dumped her a couple years prior, proves to be her undoing.",PG-13,February 4,1 hr 30 min,15000000,https://www.boxofficemojo.com/title/tt0372532/credits/
tt0372588,2004,"Popular Broadway actor Gary Johnston is recruited by the elite counter-terrorism organization Team America: World Police. As the world begins to crumble around him, he must battle with terrorists, celebrities and falling in love.",R,October 15,1 hr 38 min,32000000,https://www.boxofficemojo.com/title/tt0372588/credits/
tt0372784,2005,"After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from corruption.",PG-13,June 15,2 hr 20 min,150000000,https://www.boxofficemojo.com/title/tt0372784/credits/
tt0372873,2007,"Once in 500 years, ancient mythical creatures come to Earth, wreaking havoc and destruction. This time they must be stopped.",PG-13,August 1,1 hr 30 min,32000000,https://www.boxofficemojo.com/title/tt0372873/credits/
